effect	icon	priority	icon_negative	category	is_positive_value_good
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+23	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+24	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+25	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+26	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+27	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+28	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+29	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+30	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+31	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+32	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+33	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+34	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+35	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+36	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+37	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+38	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+39	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+40	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_single_entities__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__+41	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_global__+42	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__jar_unit_set_characters__+42	general_ability.png	0	general_ability.png	campaign	true
